"ID"	"logFC"	"P.Value"
"A_55_P1991618"	"0.0370385992"	"0.1449545989"
"A_52_P680495"	"0.0474751657"	"0.0693847752"
"A_52_P175157"	"0.3129841553"	"9.02283377369233E-007"
"A_55_P2087384"	"0.017969018"	"0.4534873651"
"A_55_P2145845"	"0.2908931848"	"1.37154895069345E-007"
"A_55_P2186405"	"0.0461871119"	"0.3944613387"
"A_55_P2064712"	"0.0902862405"	"0.1653453813"
"A_30_P01030527"	"0.116404425"	"0.0013747093"
"A_51_P502054"	"0.0760271133"	"0.1907952134"
"A_52_P83557"	"0.0962107295"	"0.0493115917"
"A_55_P2071811"	"0.0588054723"	"0.2479716637"
"A_55_P2048334"	"0.1731678381"	"0.0002583959"
"A_55_P2020577"	"0.9220914595"	"1.78831633722367E-007"
"A_55_P2184246"	"0.028033668"	"0.5909998375"
"A_30_P01028069"	"0.5322575494"	"0.5186396783"
"A_55_P2118309"	"0.0357014883"	"0.4989765381"
"A_66_P113662"	"0.0414592288"	"0.0109780061"
"A_51_P487308"	"0.2937582279"	"2.02632480889517E-006"
"A_51_P361830"	"0.2236827285"	"0.0016839281"
"A_55_P2014427"	"0.0621990482"	"0.0572411215"
"A_30_P01031239"	"0.1534946429"	"0.5860718713"
"A_55_P2067011"	"0.04473179"	"0.2456543878"
"A_30_P01030694"	"0.080392255"	"0.0024919813"
"A_55_P1980721"	"0.1219343916"	"0.00032387"
"A_66_P131091"	"0.0773352873"	"7.9216704305634E-005"
"A_30_P01033500"	"0.0874619556"	"0.0719484735"
"A_55_P2078204"	"0.1213178168"	"0.0176587739"
"A_55_P2106768"	"0.2117501661"	"3.28257358385742E-006"
"A_30_P01022857"	"0.0890667143"	"0.1309687096"
"A_55_P2279977"	"0.0740039468"	"0.5144876284"
"A_51_P285731"	"0.0429906513"	"0.5066741886"
"A_52_P304323"	"0.239717603"	"3.75560060602422E-006"
"A_30_P01024571"	"0.0270895585"	"0.3094409544"
"A_30_P01018572"	"0.0594298005"	"0.1482301965"
"A_52_P1084604"	"0.0497591486"	"0.3878730056"
"A_55_P1966525"	"0.0172984777"	"0.5647012453"
"A_52_P595954"	"0.0513376236"	"0.237524978"
"A_51_P516085"	"0.1536931291"	"0.5371504444"
"A_30_P01018337"	"0.1465327054"	"0.4078501703"
"A_55_P1994668"	"0.227221354"	"8.06569394269852E-007"
"A_55_P2062911"	"0.0456559969"	"0.2921355404"
"A_30_P01026385"	"0.4734628445"	"1.96846448701954E-010"
"A_30_P01023641"	"0.0792020034"	"0.5733724485"
"A_51_P436068"	"0.1552169268"	"0.008449167"
"A_55_P2091274"	"0.0656576593"	"0.3166285717"
"A_30_P01020661"	"0.0892193891"	"0.6197691416"
"A_55_P2108644"	"0.172728091"	"0.1762150243"
"A_30_P01025991"	"0.1716327567"	"0.0163546631"
"A_55_P2102715"	"0.023237138"	"0.2649353598"
"A_30_P01024934"	"0.3795104695"	"0.7895230002"
"A_51_P111455"	"0.153042042"	"0.265426817"
"A_55_P1969131"	"0.7168801833"	"0.0001135187"
"A_52_P99888"	"0.4626555826"	"7.23846476422942E-009"
"A_30_P01025186"	"0.2680232641"	"0.8197857362"
"A_55_P2128493"	"0.6193915611"	"3.22442512783275E-005"
"A_55_P2008277"	"0.1623054497"	"0.7798749315"
"A_66_P116451"	"0.0466101669"	"0.1490570015"
"A_30_P01025922"	"0.0258303711"	"0.7007762583"
"A_30_P01023084"	"0.0346657135"	"0.3280822385"
"A_55_P1988093"	"0.0234555588"	"0.9843215769"
"A_51_P161946"	"0.1256785727"	"0.0026352771"
"A_55_P2006768"	"0.0965318386"	"2.65201784198325E-005"
"A_52_P315030"	"0.0479496708"	"4.49350128437273E-007"
"A_51_P517381"	"0.1379650399"	"0.0002530734"
"A_52_P376169"	"0.2669231807"	"1.13422783372122E-005"
"A_51_P181565"	"8.6287705891"	"1.76397247676408E-016"
"A_52_P1181112"	"0.1212466953"	"0.985003181"
"A_55_P2290388"	"0.0365083082"	"0.9768408991"
"A_51_P324082"	"0.0333738585"	"0.5404014828"
"A_51_P221651"	"0.0298028071"	"0.6531121575"
"A_55_P2032775"	"0.0352844051"	"0.923201268"
"A_55_P2024461"	"0.5668296029"	"8.37518697780251E-010"
"A_55_P1992430"	"0.2585759325"	"9.70433543824476E-007"
"A_55_P2177488"	"1.9728903189"	"2.30846485458618E-014"
"A_55_P2000553"	"0.169221402"	"4.38190619633619E-005"
"A_52_P362917"	"0.9037716429"	"3.71049323508649E-008"
"A_55_P2155616"	"0.0430563395"	"0.3738264115"
"A_55_P2023747"	"0.2419694845"	"0.0001792324"
"A_52_P27103"	"0.0744010478"	"0.0156891328"
"A_51_P285779"	"0.1178152918"	"0.0239471175"
"A_55_P2063711"	"0.0568470295"	"0.054634185"
"A_52_P140497"	"0.1231432569"	"0.1253897346"
"A_30_P01019361"	"0.0686123167"	"0.6405455504"
"A_30_P01022780"	"0.0696882595"	"0.0172758307"
"A_30_P01025352"	"0.2189828232"	"0.000000361"
"A_52_P350616"	"0.3171916936"	"1.01828279474385E-007"
"A_30_P01027576"	"0.4181057368"	"9.72103168120195E-014"
"A_55_P2115732"	"0.1085528903"	"0.2706958655"
"A_55_P1975670"	"0.1334770853"	"0.0017356867"
"A_55_P1971006"	"0.0951104943"	"0.4701067703"
"A_30_P01022287"	"0.2705831999"	"0.5869105383"
"A_30_P01026835"	"1.6397960302"	"8.20136860134997E-010"
"A_66_P104479"	"0.0664265199"	"0.0012023126"
"A_55_P2052623"	"0.0296037176"	"0.3490606253"
"A_55_P2116650"	"1.5265681091"	"1.33536385138703E-009"
"A_55_P2076481"	"0.0584104886"	"0.0706904798"
"A_30_P01017824"	"0.1083313035"	"0.4176533313"
"A_30_P01019493"	"0.0188892241"	"0.2729936748"
"A_55_P2027668"	"0.0983219986"	"0.5518153793"
"A_52_P194805"	"0.1137121372"	"5.05894003789657E-007"
"A_51_P122649"	"0.0519074278"	"0.0883687113"
"A_52_P14496"	"0.0724077714"	"3.76645176216719E-005"
"A_55_P2158627"	"0.1768271215"	"0.0250634909"
"A_55_P2175615"	"0.1353305935"	"1.59748248377297E-007"
"A_55_P2009910"	"0.1077840479"	"5.36743284099419E-005"
"A_30_P01033355"	"0.179535468"	"0.5199735979"
"A_51_P401958"	"0.0930538141"	"0.0120929177"
"A_30_P01019531"	"0.0467061521"	"0.8619517933"
"A_65_P12359"	"0.0558997031"	"0.0002922335"
"A_51_P391367"	"0.0982232744"	"0.0178909694"
"A_52_P357133"	"0.329240845"	"1.20589269389454E-005"
"A_55_P2138549"	"0.0463340171"	"0.2779526973"
"A_30_P01028169"	"0.0631111543"	"0.1806469172"
"A_55_P2125351"	"0.0512373248"	"0.1094612399"
"A_55_P2108206"	"0.0194293092"	"0.2750301811"
"A_55_P2021350"	"0.0112482543"	"0.6118809805"
"A_51_P190765"	"0.037317191"	"0.0612676752"
"A_30_P01018718"	"0.0282292652"	"0.5474443252"
"A_51_P283004"	"1.5433387674"	"3.02512277650859E-014"
"A_52_P349694"	"0.0228536749"	"0.7008887479"
"A_55_P2167840"	"0.0265813559"	"0.3890841747"
"A_55_P2034858"	"0.0657785714"	"0.3135038403"
"A_55_P1964867"	"0.0661587496"	"0.000578942"
"A_55_P2038757"	"0.269545798"	"0.0011867381"
"A_55_P2008061"	"0.3321465467"	"0.000001987"
"A_55_P1976729"	"0.0273224595"	"0.8499902003"
"A_51_P223776"	"0.8977041249"	"6.94295087696951E-005"
"A_51_P227679"	"0.0428619726"	"0.8151902226"
"A_55_P2077053"	"1.6774924428"	"6.37929536229142E-012"
"A_55_P2074647"	"0.254373624"	"0.00002022"
"A_55_P1997895"	"0.0206041487"	"0.6293126554"
"A_30_P01028287"	"0.0372994524"	"0.2160519364"
"A_30_P01027281"	"0.1005619657"	"0.0285655906"
"A_55_P1956517"	"0.0593589992"	"1.28767819696668E-005"
"A_55_P1956807"	"0.4332337091"	"2.4191077781843E-005"
"A_55_P2151360"	"0.1153094893"	"0.8512821976"
"A_55_P2043108"	"0.1300462986"	"0.2790614903"
"A_55_P1977314"	"0.1193358301"	"0.0161965028"
"A_55_P2073383"	"0.0395687299"	"0.5038661804"
"A_55_P1974098"	"0.1911899626"	"0.604036306"
"A_30_P01022637"	"0.0630295669"	"0.1264017668"
"A_30_P01029384"	"0.2614358635"	"0.8048975285"
"A_30_P01017426"	"0.062797319"	"0.2645924259"
"A_55_P1954461"	"0.045239774"	"0.4876549155"
"A_55_P1979551"	"0.0764244367"	"0.3602207697"
"A_55_P2013321"	"0.0587896477"	"0.9312853388"
"A_30_P01027934"	"0.1769883375"	"0.8909237345"
"A_55_P1961567"	"0.0748672484"	"0.2353138605"
"A_30_P01023726"	"0.205168615"	"0.6948705524"
"A_30_P01030745"	"0.6360762175"	"0.6616654189"
"A_30_P01024605"	"0.0398409908"	"0.8347411949"
"A_30_P01019556"	"0.2575941719"	"6.22771938223014E-009"
"A_55_P1962039"	"0.4536647205"	"2.21909131590477E-007"
"A_55_P1958697"	"0.0451317138"	"0.1071165177"
"A_51_P306066"	"0.0506493579"	"0.3616109729"
"A_55_P2076545"	"0.6987512251"	"0.000000009"
"A_51_P321600"	"0.0807608595"	"0.8666753542"
"A_55_P2355345"	"0.2727972742"	"3.43098132608467E-005"
"A_55_P1967439"	"0.2637009728"	"0.0001538249"
"A_55_P2216997"	"0.0549318546"	"0.1520905409"
"A_30_P01021885"	"0.0508804855"	"0.9506799229"
"A_52_P662098"	"0.938145534"	"4.43240962000777E-005"
"A_30_P01029774"	"0.1651077757"	"0.00004534"
"A_51_P173735"	"0.0976196367"	"0.0233540959"
"A_55_P1982818"	"1.9915861169"	"8.22547239869399E-015"
"A_55_P2006940"	"0.1358623431"	"0.018616342"
"A_66_P111773"	"0.1026998218"	"0.0014961818"
"A_30_P01029686"	"0.0475567205"	"0.1282093158"
"A_51_P177491"	"0.3002479374"	"0.77788683"
"A_30_P01018430"	"0.1889987302"	"0.001675785"
"A_55_P2081540"	"0.1645025772"	"0.6106933859"
"A_55_P1995045"	"1.1050792139"	"5.69501381897711E-015"
"A_55_P1999301"	"0.705431448"	"0.0020133638"
"A_52_P543869"	"0.1142938438"	"0.0003552753"
"A_55_P2049256"	"0.3365496626"	"1.02540352563428E-016"
"A_55_P1967227"	"0.0256822266"	"0.4911200028"
"A_30_P01021447"	"4.3083728259"	"6.107319489897E-016"
"A_30_P01027255"	"0.0883319962"	"0.3205894438"
"A_55_P2283310"	"0.2507132693"	"2.76949203053656E-005"
"A_55_P2171578"	"0.336410284"	"1.01761254557757E-005"
"A_30_P01026107"	"0.1653738723"	"4.23504053477415E-005"
"A_55_P2110032"	"0.1238273917"	"0.0011538489"
"A_52_P284778"	"0.0509044205"	"0.1159809809"
"A_51_P147373"	"0.0701513446"	"0.0072406372"
"A_55_P2146177"	"0.0675456694"	"0.1156802881"
"A_55_P2095035"	"0.2064831768"	"2.85349286119659E-005"
"A_30_P01030021"	"0.0540597891"	"0.0007621708"
"A_55_P2085157"	"0.0491832594"	"0.2799833718"
"A_51_P226269"	"0.1995983329"	"0.0005021139"
"A_55_P1985288"	"0.0385153918"	"0.8930800588"
"A_55_P2007876"	"0.0531400298"	"0.5734193653"
"A_55_P2081040"	"0.1007911329"	"0.9070471086"
"A_55_P2028300"	"0.1429223669"	"0.0088997414"
"A_30_P01028328"	"0.0734040596"	"0.5257120659"
"A_52_P154501"	"0.0600715028"	"0.598558952"
"A_55_P1975400"	"2.4347957225"	"1.06632126880746E-014"
"A_55_P2047188"	"0.0708572249"	"0.2021642205"
"A_51_P279437"	"0.4408067324"	"0.0001073332"
"A_55_P2146002"	"0.0954975171"	"0.0016490214"
"A_51_P479808"	"0.0517750498"	"0.3300296764"
"A_55_P2103884"	"0.0846463859"	"1.58422183270695E-008"
"A_30_P01030509"	"0.1712311779"	"0.0001013009"
"A_55_P2090324"	"0.1162116892"	"0.6682510994"
"A_66_P106968"	"0.2399095436"	"0.0916263928"
"A_55_P2004126"	"0.1473859159"	"0.964480773"
"A_55_P1990567"	"0.031010825"	"0.3580820365"
"A_30_P01033561"	"0.4351543274"	"5.03805015372333E-007"
"A_51_P307325"	"0.051164674"	"0.001196794"
"A_55_P2162472"	"0.151353773"	"0.9213669127"
"A_51_P158120"	"0.2876179101"	"9.10350122639073E-012"
"A_66_P113416"	"0.0520159824"	"0.1659217268"
"A_55_P1995074"	"0.1568903855"	"8.8392912172069E-005"
"A_55_P1971734"	"0.0701209371"	"0.3038422574"
"A_30_P01032335"	"0.1531576972"	"0.7547317622"
"A_30_P01033217"	"0.0438488753"	"0.0316455169"
"A_51_P277336"	"1.9489327264"	"1.89161890596169E-014"
"A_55_P2101526"	"0.2182200227"	"6.22878903470343E-006"
"A_66_P112371"	"0.0647177983"	"0.4485961349"
"A_52_P640296"	"0.152797212"	"1.70075451124935E-006"
"A_55_P2162815"	"0.0662263566"	"0.363044597"
"A_55_P2176731"	"0.0668351177"	"0.3826311652"
"A_55_P2184414"	"0.0534917945"	"0.1037804453"
"A_55_P1954221"	"2.4152092213"	"6.60236982927143E-011"
"A_55_P2035509"	"8.8642876029"	"5.6672900356019E-019"
"A_51_P148264"	"0.0462699894"	"0.4556016006"
"A_51_P362209"	"0.0788186357"	"0.0213457512"
"A_55_P1970745"	"0.1641962749"	"0.0095519488"
"A_55_P2185323"	"0.1844729337"	"0.005349454"
"A_30_P01018827"	"0.4395886866"	"0.7187399513"
"A_51_P108901"	"0.2117545755"	"3.81316562986843E-005"
"A_55_P1986386"	"0.0343992457"	"0.2087593604"
"A_55_P2028474"	"0.6602450489"	"3.08031577544596E-010"
"A_52_P1076124"	"0.3959104563"	"3.86100414439693E-009"
"A_51_P140141"	"0.0680203412"	"0.1146245659"
"A_55_P1967720"	"0.1718395803"	"0.0001590036"
"A_55_P2049296"	"0.0467877285"	"0.21361647"
"A_55_P2186562"	"0.1179484909"	"1.82906582678386E-006"
"A_55_P2046453"	"0.0943075152"	"0.000346181"
"A_51_P383032"	"23.4299813986"	"9.62168059142014E-015"
"A_51_P416613"	"0.0747314447"	"0.1258124959"
"A_30_P01030158"	"3.7962605771"	"1.96128739802293E-017"
"A_55_P2165554"	"0.1154123832"	"0.4378288544"
"A_55_P2085335"	"0.3070172952"	"0.2696925122"
"A_55_P1957650"	"0.0658802424"	"0.4755320805"
"A_30_P01027329"	"0.6305034182"	"0.5784898538"
"A_55_P2169645"	"0.0302658129"	"0.5857161833"
"A_55_P2107750"	"0.2957827488"	"0.0010839044"
"A_51_P407165"	"0.328467761"	"0.000005802"
"A_66_P116195"	"0.024665116"	"0.0847117649"
"A_30_P01028395"	"0.1779860518"	"0.5511908564"
"A_55_P1974617"	"0.1668395763"	"5.16788041403772E-008"
"A_55_P2157023"	"0.4077881073"	"8.47246900252731E-007"
"A_30_P01030095"	"8.8000911374"	"1.11500883050302E-020"
"A_55_P2166389"	"0.021006771"	"0.5331245602"
"A_55_P2083180"	"0.0389796335"	"0.274531183"
"A_55_P2084611"	"0.0753699228"	"0.0426243376"
"A_30_P01021822"	"0.0458621679"	"0.0847173266"
"A_55_P2121613"	"0.4838875295"	"3.08651674942702E-006"
"A_51_P195483"	"0.1331678427"	"7.62152696929701E-006"
"A_55_P1969939"	"0.1026220562"	"0.0874457674"
"A_55_P2000027"	"0.1545462025"	"9.10283542497356E-005"
"A_52_P661722"	"0.1812365196"	"2.38334802358575E-005"
"A_55_P2002597"	"0.1631210902"	"0.0149403194"
"A_55_P2095933"	"0.0692262644"	"0.175762449"
"A_52_P582858"	"0.0779771461"	"0.0051749647"
"A_55_P2175190"	"0.0752231799"	"0.1437208875"
"A_55_P2055369"	"0.1110199509"	"0.0001953026"
"A_51_P201971"	"0.6494852312"	"7.74306443157809E-008"
"A_52_P30451"	"1.7068304652"	"3.68139152773742E-006"
"A_55_P2389528"	"0.233182513"	"3.11073062216105E-005"
"A_51_P483373"	"0.061244161"	"0.3700355758"
"A_51_P220625"	"0.0964073568"	"0.0238795937"
"A_30_P01026176"	"0.1616964177"	"0.4134426893"
"A_55_P2142341"	"0.0721877499"	"0.3647645677"
"A_52_P274555"	"0.3972256051"	"6.38155826897278E-012"
"A_55_P2121456"	"1.634031556"	"7.08321025748349E-013"
"A_30_P01022347"	"0.1857572641"	"0.8297760315"
"A_55_P2003678"	"0.0870642903"	"0.016280651"
"A_52_P608132"	"0.2258482037"	"0.0118809994"
"A_30_P01022422"	"0.037349423"	"0.8085458564"
"A_55_P2173199"	"0.1970684079"	"0.8651484157"
"A_30_P01028102"	"0.0941705083"	"0.0672341262"
"A_52_P590396"	"0.3905605177"	"2.51063750105064E-010"
"A_51_P155909"	"0.192768225"	"7.46279604989582E-007"
"A_52_P646755"	"0.1246115732"	"3.94060857356419E-005"
"A_55_P2142156"	"0.2043878197"	"0.9507138113"
"A_55_P2175451"	"1.127183499"	"5.62256598977768E-007"
"A_30_P01028103"	"0.0649800707"	"0.0638151506"
"A_55_P2186352"	"0.2363470313"	"9.06653289385133E-010"
"A_30_P01031939"	"0.0811537996"	"0.0731075771"
"A_55_P2142758"	"0.0404848694"	"0.1953136603"
"A_55_P1984361"	"0.0762618501"	"0.1638679131"
"A_51_P343889"	"0.0810031226"	"0.0108460776"
"A_30_P01019979"	"0.058761071"	"0.0269523477"
"A_30_P01019259"	"0.0636481632"	"0.4412029478"
"A_55_P1984023"	"0.1034164427"	"0.0063010153"
"A_30_P01030179"	"0.1587652155"	"0.1502012259"
"A_30_P01031327"	"0.5340263694"	"5.82690658456621E-010"
"A_51_P337543"	"0.228987273"	"1.82887164764213E-006"
"A_55_P2022699"	"0.0409061815"	"0.3544121452"
"A_55_P1997906"	"0.2566652663"	"0.6485516185"
"A_52_P151320"	"2.2362100771"	"1.1423868392947E-017"
"A_55_P2185826"	"0.0373049482"	"0.2559567899"
"A_55_P2036337"	"0.2144861859"	"0.000108038"
"A_51_P171200"	"0.2064548709"	"8.92786816881929E-006"
"A_55_P1960167"	"0.0365885211"	"0.8934522696"
"A_55_P2180056"	"0.2036800208"	"0.4783726679"
"A_55_P2077218"	"0.0285994504"	"0.2879704451"
"A_30_P01032184"	"0.0645153654"	"0.0134015043"
"A_55_P1983044"	"7.0172563889"	"2.37131430192884E-015"
"A_30_P01033014"	"0.3274652608"	"0.6081697863"
"A_52_P649285"	"0.1371701752"	"0.000022867"
"A_55_P1986818"	"0.0906982591"	"0.0225036971"
"A_55_P2178608"	"0.27004881"	"8.18336363257965E-008"
"A_55_P2032034"	"0.0660365626"	"0.0320294134"
"A_55_P1972841"	"0.0086704733"	"0.8333916925"
"A_55_P2083967"	"0.1275331547"	"0.0003229051"
"A_55_P2064741"	"1.0859324183"	"1.08405793082876E-008"
"A_51_P183102"	"0.1857405526"	"5.48312122745385E-011"
"A_55_P2007356"	"0.0436130331"	"0.3583199013"
"A_30_P01020437"	"0.3066876694"	"0.5297243445"
"A_55_P2072288"	"0.1398141731"	"0.0009294281"
"A_52_P663704"	"0.034918812"	"0.4609637068"
"A_30_P01032762"	"0.0764445713"	"0.1887886949"
"A_30_P01029784"	"0.3000258874"	"0.0109337284"
"A_55_P2039454"	"0.0538325656"	"0.3409391626"
"A_55_P2030899"	"0.5035440145"	"2.68052150156262E-011"
"A_55_P2323913"	"0.2257626304"	"0.5993208179"
"A_55_P2171788"	"0.4437809898"	"0.0044470077"
"A_52_P355095"	"0.0852256802"	"0.246233985"
"A_55_P2111519"	"0.2671364031"	"0.3173942985"
"A_52_P110257"	"0.169976554"	"5.83583828401705E-007"
"A_55_P2153251"	"0.2088893183"	"0.5591653235"
"A_65_P16952"	"0.0345853781"	"0.0711708301"
"A_55_P2021177"	"0.0603069335"	"0.3526476003"
"A_51_P252859"	"1.2124791551"	"2.66986090747407E-010"
"A_55_P2038494"	"0.2917573246"	"2.92653728529374E-006"
"A_30_P01022170"	"0.2953315606"	"0.4873663769"
"A_30_P01025290"	"0.1676420919"	"0.0012917835"
"A_52_P514107"	"0.0732370765"	"0.239691473"
"A_65_P11539"	"0.0415047065"	"0.5460043468"
"A_30_P01032247"	"0.4484654799"	"1.05752198950994E-010"
"A_55_P2128443"	"0.063212856"	"0.7025390363"
"A_55_P2088325"	"0.0684363063"	"0.0066183282"
"A_55_P1962305"	"11.7191764597"	"4.47104683905484E-013"
"A_55_P2041131"	"0.0143332954"	"0.0118524459"
"A_30_P01028077"	"0.1003892291"	"0.3325624718"
"A_55_P2140031"	"2.4180913107"	"4.97537969614551E-014"
"A_66_P135323"	"0.2555328268"	"0.798615966"
"A_55_P1992676"	"0.0633083388"	"0.2940329616"
"A_52_P217240"	"0.1206877121"	"0.011884822"
"A_30_P01030691"	"0.2623643658"	"0.3320020268"
"A_30_P01029991"	"0.094604116"	"0.8709836342"
"A_30_P01029956"	"0.1682609295"	"0.0141288762"
"A_55_P2017112"	"0.0417247607"	"0.0035376594"
"A_55_P2070936"	"0.0385869373"	"0.4525624382"
"A_55_P2053988"	"0.0324143963"	"0.5533086975"
"A_52_P404895"	"0.0520733615"	"0.4170973726"
"A_52_P376214"	"0.0323268913"	"0.1898350997"
"A_52_P673863"	"0.0711435"	"0.062290134"
"A_55_P1979457"	"0.1997437753"	"0.000298173"
"A_30_P01022120"	"0.4081114908"	"0.0078713998"
"A_55_P2451183"	"0.2549219163"	"0.000000001"
"A_55_P2015530"	"0.1235987876"	"0.0002958649"
"A_55_P1959379"	"0.4712995344"	"0.0058127602"
"A_55_P2184197"	"0.0557953768"	"0.1239466509"
"A_30_P01027827"	"1.0110515108"	"1.50148661429102E-012"
"A_30_P01022357"	"0.0170236842"	"0.9907590631"
"A_66_P121459"	"0.2572050178"	"7.12958023619859E-005"
"A_51_P158922"	"0.0365656895"	"0.2132670779"
"A_30_P01030141"	"0.0316362459"	"0.6498804553"
"A_30_P01031698"	"0.2972282342"	"0.2022790835"
"A_55_P2130576"	"0.0711937571"	"0.4573904494"
"A_30_P01023371"	"0.789519527"	"0.0461486332"
"A_52_P601021"	"0.5190599778"	"0.000000002"
"A_55_P2105436"	"0.1122593775"	"0.1758547641"
"A_51_P244213"	"0.0555463835"	"0.2619738996"
"A_30_P01032470"	"0.0447554545"	"0.0781024206"
"A_51_P372895"	"0.1258515209"	"0.0002102548"
"A_51_P459320"	"0.2913536102"	"1.67973214577758E-009"
"A_66_P120682"	"0.0457088208"	"0.7611058947"
"A_55_P1960972"	"0.1359837894"	"0.0086710315"
"A_55_P2048483"	"0.030780092"	"0.5009452721"
"A_55_P2155869"	"0.0141246234"	"0.7543412077"
"A_55_P2160383"	"0.0985951753"	"0.0381841938"
"A_55_P1979217"	"0.0433617359"	"0.0513279031"
"A_55_P2093920"	"0.0573167157"	"0.0638047365"
"A_52_P400509"	"0.1882376823"	"4.65122848803309E-005"
"A_55_P2158697"	"0.1759915419"	"0.0156501489"
"A_55_P2056300"	"0.6409651446"	"5.00165816644269E-012"
"A_66_P121976"	"0.3577731885"	"3.99360265730956E-008"
"A_30_P01030446"	"0.2732145117"	"0.0130711388"
"A_55_P2076631"	"0.1135747267"	"0.0151445773"
"A_55_P2125633"	"0.0320638165"	"0.1439220032"
"A_51_P418016"	"0.0183468444"	"0.8722468659"
"A_30_P01029909"	"0.1394188732"	"1.74274228962697E-009"
"A_55_P2185875"	"0.0437694408"	"0.1286940924"
"A_55_P1996319"	"0.1047391566"	"0.5758262656"
"A_30_P01018357"	"0.2315651109"	"0.427636089"
"A_66_P119643"	"0.0705361244"	"0.437143021"
"A_55_P2089506"	"0.0490503286"	"0.0673958066"
"A_55_P2001342"	"0.0430352522"	"0.4343876195"
"A_55_P1967539"	"0.4005462977"	"0.0359005284"
"A_30_P01017685"	"0.0759702847"	"0.3127595919"
"A_55_P2079103"	"0.1219106581"	"0.0001622251"
"A_55_P1975230"	"0.1966593496"	"0.0888649986"
"A_30_P01025410"	"0.151658721"	"0.0738765378"
"A_51_P382214"	"0.0938254579"	"0.4981001961"
"A_52_P623775"	"0.0139379647"	"0.6273008237"
"A_55_P2102759"	"0.0406036949"	"0.1588889501"
"A_30_P01022732"	"0.2139309995"	"0.670491495"
"A_30_P01025897"	"0.4033805491"	"0.5603269292"
"A_55_P2024853"	"0.1466754116"	"0.0008753669"
"A_55_P2087315"	"0.0133153994"	"0.737145252"
"A_55_P1967153"	"0.064712965"	"0.0117550161"
"A_55_P2023637"	"2.700973249"	"1.67913690414226E-008"
"A_55_P2188609"	"0.0485010317"	"0.3779443155"
"A_30_P01032843"	"0.2615732714"	"0.0555322744"
"A_55_P1977589"	"0.1157110311"	"1.24280171657064E-007"
"A_51_P319070"	"0.063229783"	"0.4301271885"
"A_55_P2139009"	"0.06361326"	"0.0904285686"
"A_55_P2067221"	"2.8638289021"	"0.0168673114"
"A_30_P01021710"	"0.2292343433"	"0.0003632998"
"A_30_P01031283"	"0.0906916202"	"0.1313019475"
"A_51_P480982"	"0.0395837816"	"0.0980975698"
"A_55_P1998309"	"0.1291198511"	"1.04891513875089E-006"
"A_66_P121656"	"0.3177630284"	"3.96947312044012E-007"
"A_55_P1980180"	"0.0243402095"	"0.2952667157"
"A_55_P1997141"	"0.186337978"	"0.734977239"
"A_55_P2117375"	"0.2129077022"	"6.76696191103375E-007"
"A_55_P1960501"	"0.0429745592"	"0.4067283202"
"A_55_P1995623"	"0.0081779154"	"0.3464340433"
"A_52_P205255"	"0.08105074"	"0.8707627704"
"A_55_P2112195"	"0.1207857721"	"0.8669609632"
"A_55_P2017636"	"5.6288348743"	"3.47391665327611E-011"
"A_30_P01019600"	"0.0287170846"	"0.7793983433"
"A_55_P1991674"	"0.3184247468"	"0.7419406776"
"A_51_P419246"	"6.0270472214"	"2.39141312709437E-012"
"A_51_P421303"	"0.3708750277"	"0.6377461578"
"A_30_P01030541"	"0.1176591706"	"0.5066298793"
"A_66_P104554"	"0.033643561"	"0.7604107683"
"A_55_P2319468"	"0.097849815"	"0.0514353711"
"A_51_P370350"	"0.1437538116"	"2.05047354299076E-005"
"A_55_P2289035"	"0.0942600018"	"0.0488667281"
"A_55_P2067266"	"0.1084158674"	"0.7767215154"
"A_30_P01032529"	"0.1634671294"	"0.000001825"
"A_55_P1988368"	"5.4997417692"	"1.75530755997677E-019"
"A_51_P428781"	"0.1532970729"	"0.0019758552"
"A_55_P2011672"	"0.0660616943"	"0.6648527971"
"A_55_P1991516"	"0.0575513669"	"5.21702588946434E-005"
"A_55_P2157370"	"0.0248907192"	"0.908465109"
"A_55_P1969015"	"0.0397947012"	"0.0702960961"
"A_30_P01027850"	"0.1805473428"	"0.5828824926"
"A_30_P01025370"	"0.1081711905"	"0.0111477361"
"A_30_P01028850"	"0.0293195375"	"0.4632304453"
"A_30_P01027976"	"0.0805854647"	"0.0999526668"
"A_51_P336721"	"0.164737711"	"0.0001261601"
"A_51_P194249"	"1.018640722"	"2.28030686368723E-008"
"A_55_P2087825"	"0.1046603753"	"0.0001840097"
"A_52_P318955"	"0.1260120315"	"3.30652572879822E-005"
"A_55_P2131190"	"0.2270096995"	"2.9835806763766E-006"
"A_52_P937"	"0.0714443416"	"0.0794132412"
"A_51_P461761"	"0.0654647298"	"0.0054826164"
"A_52_P450123"	"0.2736991793"	"0.0004013032"
"A_55_P2296088"	"0.0577392171"	"0.4230477626"
"A_55_P2062495"	"0.3607900245"	"0.0007802707"
"A_55_P2024337"	"0.2313271628"	"0.0072314614"
"A_30_P01022733"	"0.0843327012"	"0.0433982359"
"A_55_P2138416"	"0.0432694593"	"0.0940094793"
"A_52_P240542"	"2.3212616387"	"2.94375299901564E-012"
"A_55_P2086329"	"0.0557219177"	"0.9519054442"
"A_55_P2170681"	"0.0301569572"	"0.1046031884"
"A_55_P2000798"	"0.0455879488"	"0.3066604056"
"A_55_P2117028"	"0.0581510571"	"0.0796713393"
