ID,logFC,P.Value
gene_6209,0.3197442207,0.446637388
gene_2316,-0.1344722837,0.6312659773
gene_5060,0.378825658,0.9792808872
gene_13887,0.0879251,0.644920013
gene_10582,0.3911169086,0.7634681696
gene_6735,0.5390232654,0.8763554447
gene_12729,0.4677587613,0.4689462389
gene_6105,0.2298296966,0.8698016317
gene_16382,0.3126372875,0.6434847728
gene_8412,0.2944631004,0.8782499295
gene_14743,0.6466595134,0.710498522
gene_6981,0.4992848208,0.4613843937
gene_11570,0.1568443577,0.454690094
gene_876,0.2157766228,0.6508412315
gene_12522,0.3097255243,0.9319096855
gene_4003,0.4091234321,0.8972354096
gene_9728,0.5695898429,0.660379354
gene_16943,0.136052288,0.812922599
gene_2440,0.1916205319,0.5951641561
gene_9287,0.1305707397,0.601616126
gene_3091,-0.1004506101,0.5045191337
gene_15274,0.094088041,0.4502683229
gene_6414,0.4661588917,0.4722960128
gene_10669,0.4554690561,0.9675469049
gene_8506,0.2622282543,0.447342374
gene_11585,0.2478709392,0.4549979403
gene_10594,0.0124309265,0.538426815
gene_10154,0.2028080518,0.8850749931
gene_10387,0.250681435,0.675205366
gene_3074,-0.1730662007,0.5704816366
gene_17351,0.187083669,0.4731218745
gene_10997,0.0831544079,0.4557120842
gene_2287,0.2735505888,0.7834348513
gene_15240,0.337706838,0.5507097589
gene_5255,0.1956699035,0.457905225
gene_6496,0.3090286495,0.4494052948
gene_5292,0.1578252498,0.447851276
gene_13324,0.3025348366,0.4968809063
gene_7544,0.3536758163,0.4944099009
gene_16582,0.2209195446,0.9848471464
gene_1011,-0.0374474751,0.447371079
gene_5184,0.3337615081,0.4694067861
gene_8618,0.1998950938,0.4899831097
gene_13098,0.1488215681,0.4606039786
gene_10780,0.28736687,0.8957508837
gene_12187,-0.1500429439,0.5626991337
gene_7165,0.632343116,0.4478094401
gene_12995,0.471046182,0.4822377824
gene_3471,0.4749983976,0.4874532021
gene_10225,0.2908090329,0.9204776746
gene_10152,0.4318902045,0.8940293693
gene_7064,0.3176662925,0.5747224343
gene_14341,0.4047745637,0.4628381019
gene_17051,0.2617934927,0.4733814631
gene_6188,0.1956639503,0.5380639905
gene_7810,0.2411614847,0.92723867
gene_11992,0.287026717,0.4476871619
gene_10066,0.2920074649,0.545603993
gene_2352,0.0931622826,0.649865026
gene_15447,0.1022802871,0.5427662459
gene_15167,0.143600764,0.494972623
gene_9060,0.0044867098,0.4567390029
gene_13279,0.1704203292,0.4608342605
gene_3294,0.0586359229,0.5283452043
gene_5778,-0.120790948,0.5103157253
gene_16045,0.4574340106,0.4539258453
gene_1172,0.1120626303,0.5192136685
gene_4811,0.2239488499,0.4503883218
gene_7836,0.0661290413,0.8315852858
gene_4675,0.2845312495,0.9912151402
gene_2619,0.4835135041,0.7359735619
gene_4482,0.2146235842,0.4481244722
gene_11162,0.2151413375,0.8834256475
gene_65,0.2158619662,0.4490302423
gene_13033,0.2655162376,0.4512733417
gene_9871,0.171907574,0.4567650304
gene_5160,0.4931938519,0.7757242835
gene_8333,0.5518915326,0.6543710332
gene_14346,0.5068182516,0.630794845
gene_963,0.5122363499,0.4559314489
gene_15466,0.5428803793,0.6609793683
gene_2706,0.112854535,0.7512833791
gene_6699,0.0687210058,0.4537757284
gene_3583,0.051126043,0.9595461567
gene_1729,0.1493330255,0.5584307472
gene_2062,-0.02543163,0.4839723271
gene_2014,0.1151602222,0.7255556509
gene_11756,0.5079177643,0.9548280685
gene_16229,0.1118209141,0.7233234362
gene_14693,0.0978659099,0.6795003037
gene_14142,0.3290459145,0.4946701298
gene_9256,0.426797683,0.4614681205
gene_9661,-0.0118622259,0.4778968243
gene_12264,0.3339518348,0.5608387626
gene_11891,-0.1276976567,0.5066351642
gene_7865,0.2881956153,0.8150132899
gene_14490,0.4661095105,0.7954836555
gene_15073,0.0859709042,0.5020505734
gene_11560,0.1669704948,0.9967888831
gene_2371,0.2409965279,0.8515095875
gene_11516,0.5690746675,0.5466705523
gene_9771,0.2364839194,0.4520251188
gene_3801,0.4787803536,0.9525149684
gene_7893,0.1151604066,0.9146352345
gene_6617,-0.0194715245,0.535956177
gene_17085,0.1617995237,0.6619132588
gene_7678,0.3211478457,0.7147833927
gene_3988,0.3581395756,0.4501051616
gene_475,-0.0155856492,0.6082859532
gene_15408,0.4730398063,0.7845477265
gene_7393,0.3181011302,0.8259548745
gene_1463,0.4186329886,0.6525654763
gene_11201,0.2392274842,0.5235728357
gene_11540,0.0519036101,0.6976470954
gene_2296,0.2056001887,0.7444253356
gene_8111,0.2493102686,0.9169698977
gene_11908,0.3346263092,0.9147124538
gene_5551,0.0318402119,0.7712503144
gene_622,0.1817145861,0.9798855197
gene_15885,0.0808361333,0.4681090412
gene_6379,0.1236834992,0.6617386963
gene_4986,0.3886346341,0.9177732947
gene_5398,0.0839061021,0.8568498538
gene_9919,0.1776192824,0.7387041684
gene_16569,0.134296848,0.4502198179
gene_249,0.1330082189,0.4645394097
gene_5112,0.4116380707,0.4936413523
gene_9488,0.2672293828,0.4670896707
gene_5268,0.3644473346,0.929973956
gene_17143,0.561809403,0.5574488541
gene_3968,0.7433517581,0.4851419752
gene_1004,0.4366520757,0.850646765
gene_1405,0.3899788588,0.5465177828
gene_9650,0.0565867725,0.5501033711
gene_2809,0.3071478159,0.4506883432
gene_15091,0.0981261897,0.8612816168
gene_2586,-0.0550433764,0.4579398272
gene_10553,0.1254820968,0.7059619961
gene_10418,-0.0743548942,0.621663356
gene_13621,0.4604175112,0.556376571
gene_13211,0.4857392935,0.6736200083
gene_15194,0.3811252744,0.653948309
gene_13455,0.3823173417,0.8565691863
gene_14929,0.0847514467,0.8301617669
gene_1130,0.2258265352,0.9793442002
gene_8930,0.3764430936,0.8901707133
gene_11608,0.1559665087,0.4686671466
gene_3755,0.2788541543,0.4517164101
gene_6816,0.1706379707,0.4669156634
gene_12942,0.2257448239,0.464450564
gene_13490,-0.0156762966,0.744512652
gene_12425,0.0532592023,0.8034973284
gene_10409,0.2917916104,0.5867015814
gene_15055,-0.1008019259,0.6483045104
gene_8723,0.3862443858,0.453728029
gene_7791,0.2031744811,0.6551442669
gene_3161,0.0450487861,0.4513922552
gene_14467,0.2604900638,0.4588843603
gene_6464,0.4399557826,0.7752341501
gene_17517,0.2389934189,0.4940920412
gene_1456,0.1801014191,0.8645594624
gene_6417,0.2477660974,0.865489439
gene_15131,0.3041716768,0.4579603077
gene_3396,0.083064122,0.9914076662
gene_15546,0.3649083866,0.6151672397
gene_12629,0.2135693633,0.6081700767
gene_7228,0.4550008558,0.5917744688
gene_16978,0.2294862647,0.8071794422
gene_7508,0.2927144539,0.6120320233
gene_11535,0.3160710775,0.7376900175
gene_5311,0.2614715396,0.9167295182
gene_11889,-0.0192116532,0.4681629098
gene_1860,0.2671937417,0.7095146078
gene_13291,0.0825217626,0.8764920447
gene_17518,0.3899163283,0.9088810143
gene_9486,0.5877427891,0.4925806444
gene_12790,-0.0877165327,0.4957473951
gene_9658,0.1590107255,0.4772443841
gene_3528,0.2669258678,0.4519213827
gene_17413,0.5238846345,0.9128635011
gene_9255,0.4431842049,0.4748242673
gene_7517,0.2351362939,0.4540489775
gene_4028,0.3214175921,0.7232541226
gene_11180,0.262258006,0.6369566445
gene_15841,0.3246552571,0.9687281177
gene_17076,0.1987133119,0.451728206
gene_12479,-0.0379100144,0.5185325397
gene_5735,0.2914755847,0.8704997931
gene_16206,0.0398914428,0.9412910504
gene_6463,0.1834481612,0.4548016689
gene_15670,0.0540346885,0.8157155373
gene_5954,0.0562238356,0.8085408769
gene_4783,0.0738618638,0.9315465213
gene_16240,0.1783518751,0.5307802923
gene_7383,0.3595158746,0.4619100738
gene_12052,0.1099954454,0.9251130238
gene_12240,0.2110396566,0.7745626767
gene_6389,0.3678195033,0.9164443774
gene_12231,0.3505365753,0.8967734131
gene_14900,0.3112448386,0.4533688345
gene_13227,0.0374711004,0.5457630145
gene_7319,0.5985817884,0.4531676412
gene_6983,0.4187329896,0.5728520104
gene_12857,0.1302318444,0.4679376864
gene_14370,0.3376895727,0.6276149111
gene_6332,0.2820999509,0.8810376781
gene_16535,0.1449229478,0.9703004621
gene_5148,0.3217195224,0.4667487548
gene_17593,0.4247083641,0.9554106939
gene_10524,0.3948202289,0.4723422807
gene_5797,0.0879605739,0.5925537814
gene_8273,0.1294800564,0.9121800743
gene_7025,0.5163275637,0.8972107983
gene_7124,-0.0259434473,0.5351000538
gene_9981,0.2560486223,0.780296386
gene_4021,0.3734727887,0.6810452777
gene_6757,0.2765878768,0.5122441511
gene_15930,-0.0130997467,0.6249068446
gene_2279,0.2869788163,0.5215051313
gene_2982,0.274889209,0.4681728515
gene_5853,0.5262275172,0.7219529473
gene_11197,0.2839708095,0.7587329303
gene_666,-0.0763864983,0.4836704347
gene_2347,0.4915187656,0.4659134627
gene_14186,0.6373686132,0.585036944
gene_5300,0.0209858217,0.6828996025
gene_7540,0.235839823,0.8252366698
gene_11751,0.4631143103,0.4938939321
gene_16788,0.3352745254,0.9234604254
gene_9004,0.3939099988,0.7423586118
gene_4765,0.308781988,0.7365755999
gene_16348,-0.0040313847,0.5573758179
gene_4406,0.3712297887,0.5141262211
gene_4853,0.163236989,0.4571161154
gene_3016,0.5901567938,0.4733397102
gene_10013,0.0452973057,0.5325881294
gene_11922,0.5237519501,0.5218112633
gene_1454,0.2377778224,0.5304611314
gene_4938,0.4583507422,0.4788579843
gene_12497,0.1082391994,0.9847463887
gene_7054,0.1621330461,0.9684678822
gene_15748,0.1236400503,0.4622032589
gene_3553,0.32126171,0.695992934
gene_15493,0.1776461116,0.819877264
gene_5970,0.1945755179,0.9766888377
gene_10782,0.3900318013,0.5591579657
gene_4290,0.080310798,0.8755611822
gene_1199,-0.0331187876,0.4606528537
gene_11475,0.5275620909,0.8454536053
gene_6310,0.2891921866,0.754481364
gene_146,0.2356304997,0.4606510273
gene_1200,0.4487599988,0.7195594675
gene_2817,0.5552687131,0.4558503358
gene_7098,0.3638646223,0.7565950553
gene_6123,0.0103287818,0.5117371232
gene_4319,0.0481268909,0.9262618925
gene_1391,0.0299755875,0.5997106091
gene_2368,0.3952473395,0.9588407338
gene_13404,0.1127564899,0.4969359711
gene_11068,-0.0340963287,0.4902345269
gene_3100,0.3388065105,0.9569618245
gene_14415,0.1898283604,0.6722216775
gene_3954,-0.1644592248,0.5556940931
gene_7718,0.4804456272,0.74153887
gene_2543,0.5081007886,0.8098847836
gene_41,0.077064201,0.921379057
gene_9838,-0.1089120255,0.6136614308
gene_9446,0.4350511626,0.5080951995
gene_10952,0.1517034073,0.4545321881
gene_14452,0.0866441841,0.7465266049
gene_15732,0.2597714342,0.7039435033
gene_1470,-0.1020076969,0.6492397332
gene_2438,0.5561073964,0.454869942
gene_656,0.2188688254,0.4944578792
gene_1616,0.3259012703,0.9367205863
gene_12977,0.5156076084,0.4869327078
gene_8396,0.3369134589,0.7884277682
gene_10405,0.4095816178,0.6677668896
gene_15523,0.0864185269,0.5111755839
gene_11190,0.3431176538,0.4989343735
gene_11613,0.2945662991,0.6131803933
gene_10439,0.5047059113,0.7401517134
gene_16735,0.1186008172,0.8795971396
gene_13433,0.2206718963,0.937352213
gene_11194,0.2406522719,0.4555833053
gene_2714,0.2522577855,0.9415853782
gene_8808,0.0370504166,0.9546168178
gene_4733,0.3559797135,0.4646987718
gene_3146,-0.0347087379,0.4581547755
gene_14610,0.540041012,0.4893366971
gene_17241,0.1625988895,0.4625565477
gene_11615,-0.0849089323,0.4565263088
gene_8316,0.3188896402,0.4708766769
gene_7797,0.3309072132,0.5004743059
gene_7281,0.3550110624,0.9408194716
gene_15424,0.2825810275,0.8124215175
gene_13146,0.0920574301,0.983270472
gene_11959,-0.1050445059,0.4672345396
gene_7459,0.4946993405,0.4558422758
gene_11833,0.3639406282,0.4871620058
gene_227,0.2336580908,0.488693277
gene_6314,0.5756730269,0.5013166425
gene_14479,0.1808017026,0.7063038861
gene_238,-0.0859395807,0.4802796387
gene_9881,0.3220326203,0.86289869
gene_8207,-0.0077663122,0.9663462015
gene_15926,0.344711233,0.8276281412
gene_1027,0.3212456586,0.489893235
gene_69,0.1564302895,0.4617810681
gene_8813,0.5573391803,0.8069958328
gene_12505,0.4290639856,0.9766329887
gene_10433,0.2411915939,0.4682201484
gene_17188,0.0797719218,0.5338242356
gene_13530,0.3930342049,0.530621078
gene_6703,0.3942964816,0.921051365
gene_8221,0.1281330399,0.5261505864
gene_8374,0.1866742443,0.4683575805
gene_13756,-0.0520322217,0.5393747213
gene_4001,0.5878964382,0.4822368899
gene_6328,0.2319241359,0.619215628
gene_13444,0.0304210574,0.4554861267
gene_10741,0.3557817156,0.8401405658
gene_11028,-0.0936786341,0.61561333
gene_13480,0.3683802127,0.5692717214
gene_6421,0.1280378605,0.916989384
gene_79,-0.0132162599,0.5208823708
gene_9970,0.0407504623,0.5956675749
gene_9992,-0.0110614665,0.7778482827
gene_5484,0.399462827,0.6346453737
gene_9029,0.3040498835,0.7733182652
gene_9879,0.572802442,0.8861083342
gene_8919,0.1889563075,0.4572698798
gene_4248,0.2502291163,0.7464599098
gene_11584,0.2441801615,0.4608560644
gene_3712,0.2400796428,0.9689354347
gene_3419,0.5121602179,0.6571261195
gene_14849,0.2420572444,0.6688846009
gene_11500,0.3104444515,0.957577333
gene_5834,0.3121167807,0.5302245507
gene_4054,-0.0458640051,0.5581645955
gene_9969,0.5147632429,0.4569426934
gene_3293,0.2646221659,0.6929004836
gene_12770,0.376793647,0.5944447842
gene_4292,0.4181462233,0.4611982467
gene_5850,0.1675027507,0.5334154087
gene_6166,0.1723461658,0.4846273779
gene_7775,0.4422962521,0.5844865995
gene_1430,0.0827187865,0.5033238074
gene_7394,0.3805982368,0.5172479424
gene_8024,0.3303148145,0.8711560311
gene_2257,0.2370316512,0.4966329558
gene_10525,0.0984973936,0.4875017055
gene_14692,0.2649066493,0.5394947669
gene_5643,0.084674774,0.4906503101
gene_7922,0.3535371389,0.7889837995
gene_9216,0.410239356,0.626588691
gene_10740,0.1702846376,0.601930285
gene_5207,-0.0187656133,0.7086489645
gene_5510,0.4140527056,0.4605689992
gene_3359,0.2082103393,0.6654430575
gene_3605,-0.053492895,0.6647046081
gene_1739,0.4247606276,0.471789019
gene_9809,0.5138858747,0.7481220329
gene_12520,-0.12247101,0.4697464379
gene_2780,0.3043975471,0.4927342621
gene_1393,-0.022352024,0.6749270193
gene_2646,-0.1022191684,0.6700032033
gene_14723,0.3180791164,0.971834089
gene_6960,0.2198191779,0.5028693371
gene_12982,-0.0825752691,0.4696552553
gene_10540,0.3969356602,0.7588476175
gene_8823,0.5608880922,0.4655225335
gene_3192,0.121858549,0.4690635225
gene_15907,0.5196732222,0.9150146153
gene_2359,0.4177757739,0.9032233636
gene_15068,0.0832626532,0.7461759801
gene_929,0.1880140442,0.8796195202
gene_7329,0.3762056474,0.7802833964
gene_3614,0.3171789384,0.7023493051
gene_15458,0.4748613892,0.6440361673
gene_4143,0.0315914079,0.7130752591
gene_6915,0.4341036324,0.5680603232
gene_4263,0.3709735761,0.4703181564
gene_7728,0.2536898563,0.9737926239
gene_3427,0.2269396119,0.4779646966
gene_8202,0.166258056,0.6217679141
gene_11251,0.0508450551,0.5796623162
gene_5629,0.3491156298,0.9965006617
gene_1464,0.146479817,0.4593702307
gene_9695,0.1913154243,0.459203036
gene_12030,0.4506815624,0.4744497509
gene_3483,0.1373086893,0.8571675434
gene_6874,0.5463530528,0.5286383656
gene_17455,0.0951033515,0.9578814998
gene_1747,0.3843774891,0.6853298758
gene_2346,-0.156779924,0.46197086
gene_17601,0.4747755924,0.4842808344
gene_1047,-0.3581141915,0.5002809067
gene_17742,0.1454274152,0.8530497654
gene_415,0.2810642753,0.4716486366
gene_10180,0.0652479307,0.7312957806
gene_1830,0.3542348591,0.470551934
gene_4235,0.4056608096,0.462788779
gene_426,0.4263051564,0.6252340097
gene_12767,0.8343706371,0.4722896241
gene_1,0.3018455677,0.6951377299
gene_1460,0.1042807809,0.5033833495
gene_2046,0.082682614,0.7042617753
gene_7944,0.4206091162,0.9531343206
gene_7145,0.5627747494,0.4722109464
gene_8807,0.3029008397,0.5448513685
gene_1911,0.2363650418,0.4616491147
gene_8569,0.1184626638,0.5715794968
gene_5396,0.4543846509,0.9222914967
gene_11513,0.3922600045,0.9713117669
gene_2214,0.4428093015,0.4999256904
gene_14204,0.1552267224,0.4875083488
gene_2736,0.3575368062,0.5980684026
gene_1923,0.3138754028,0.4596342638
gene_7232,0.129350025,0.467192627
gene_1319,0.4903993371,0.4854085438
gene_13466,0.3869829007,0.9497196733
gene_8779,0.5225171144,0.4779254476
gene_13197,0.46427411,0.5220257681
gene_5334,0.3496634404,0.8497155131
gene_6021,0.5103306407,0.8609357734
gene_7416,-0.0206479899,0.5137837054
gene_12349,-0.0426069657,0.4774403544
gene_5994,0.3231713475,0.9531151741
gene_10282,0.2184323261,0.5656604618
gene_9389,0.3925450074,0.4623642683
gene_1960,0.2672272424,0.6703636687
gene_8051,0.4717336931,0.5404832929
gene_2517,0.1693696957,0.498445006
gene_9534,-0.0682671615,0.4939409107
gene_16838,0.5638018348,0.7368528071
gene_3807,0.2032771151,0.487925498
gene_6024,0.5109421328,0.4594088068
gene_14397,0.0736384174,0.947653052
gene_11841,0.1979160556,0.4950853466
gene_17196,0.5389130811,0.5282835675
gene_6462,0.1132145541,0.9589903278
gene_13326,0.1882328738,0.9741374027
gene_2566,0.1379986884,0.6316035729
gene_14501,0.286213818,0.4813863563
gene_4000,0.2340535983,0.4914752515
gene_314,0.2743697102,0.7815135102
gene_12763,0.4034746464,0.798338108
gene_16371,-0.1037285586,0.4832445999
gene_16782,0.2151007556,0.6096806585
gene_8925,0.1551353497,0.8007838422
gene_7406,0.5298983685,0.8630766522
gene_17330,0.5393904825,0.7822443044
gene_9612,0.1601125136,0.9405821425
gene_6553,0.1992221795,0.7316550636
gene_4193,0.422262408,0.9916686737
gene_3391,0.4608526517,0.4769026982
gene_2620,0.3377551458,0.7516159348
gene_4400,0.556340664,0.6858670001
gene_16595,0.1320502396,0.6550845207
gene_16896,0.1594033697,0.8419064277
gene_3098,0.419740007,0.82052402
gene_5104,0.027266054,0.614336014
gene_5168,0.325229921,0.6474207057
gene_15864,-0.5540326012,0.4737031188
gene_13686,0.3560308724,0.6271111916
gene_12895,0.2738384592,0.4914599173
gene_1848,0.2836614863,0.4966535779
gene_3475,0.3470354051,0.7341170936
gene_13086,0.3864385796,0.4672895173
gene_3606,0.3865533718,0.8558013773
gene_6132,0.3987924477,0.5292175177
gene_8194,0.26258719,0.872539045
gene_9539,0.0007603268,0.5914250443
gene_13871,0.3875219279,0.6005792626
gene_24,-0.0368961562,0.8743160664
gene_8308,0.1611361462,0.4738241871
gene_4690,0.2572913744,0.839856592
gene_17019,-0.065780203,0.4604448636
gene_9648,0.1730480274,0.7445667698
gene_8454,0.3781256134,0.4691211541
gene_6826,0.2074885646,0.4657083051
gene_11478,0.2870453388,0.7839024747
gene_13271,-0.0903950217,0.5292308669
gene_2872,0.1843335449,0.6916310422
gene_2839,0.4205649233,0.849983238
gene_9388,0.0700396356,0.4607031395
gene_13101,0.447494217,0.9334080789
gene_7924,0.0989284728,0.4840605225
gene_11260,0.2243526933,0.5498241979
gene_14221,0.1890749896,0.478733528
gene_17014,0.277118621,0.7751092987
gene_1750,0.0265829757,0.5999704417
gene_3951,0.4492265161,0.4618338054
gene_15860,0.6058046933,0.4883117072
gene_12542,0.1377847456,0.8850471552
gene_13005,0.2749115182,0.5148412566
gene_3682,0.3427848946,0.5990399536
gene_5565,0.0297702841,0.5002065562
gene_14891,0.391659639,0.6659596197
gene_13742,0.5332380253,0.479879612
gene_13429,0.0085988164,0.832211836
gene_15862,0.0249340055,0.9438899924
gene_6501,0.4173490427,0.4616518747
gene_5111,0.2177683609,0.695486916
gene_5468,-0.061798169,0.8065531549
gene_14603,0.1015264679,0.7425122015
gene_11322,0.2676618332,0.7866701269
gene_4565,0.1253851464,0.5572608591
gene_17246,-0.112037752,0.803348042
gene_8597,0.5473307331,0.5131939341
gene_6121,0.5584003823,0.6838029961
gene_8073,-0.0350160867,0.5723806471
gene_6349,0.3589234225,0.9545679435
gene_4682,0.1932804567,0.8453134998
gene_2635,0.5678809595,0.5571069362
gene_13104,0.3036920697,0.499672345
gene_1453,0.1041671044,0.4753163061
gene_11342,0.0262172376,0.684884513
gene_10044,0.113652668,0.4666423625
gene_5464,0.2009911426,0.6383431724
gene_4383,0.3170630021,0.7635411489
gene_3373,0.3074196936,0.674551666
gene_7500,0.3531384069,0.4659731533
gene_10496,0.6274429808,0.5037034104
gene_6733,0.2749397863,0.9104302161
gene_12950,-0.051697948,0.4931121705
gene_2837,0.1548145703,0.9267581344
gene_5589,0.0107589395,0.6260436358
gene_3512,-0.0600785389,0.8137363586
gene_14609,0.274800804,0.6792083812
gene_6828,0.3954580531,0.5841423159
gene_6914,0.2882712645,0.8678095963
gene_10693,0.3111513546,0.8091523081
gene_12810,0.4858821116,0.5797409539
gene_2707,0.3097581593,0.7950489588
gene_14773,0.0153995608,0.4826419471
gene_13787,0.3422414381,0.4640569912
gene_14076,0.4083826001,0.7581506689
gene_7017,0.1730867584,0.9807196892
gene_17135,0.1743057411,0.9968311754
gene_7949,0.2659325554,0.4629647716
gene_4360,0.0755270827,0.4644392804
gene_14897,0.3515089367,0.7501026107
gene_4784,0.2415482822,0.4730793106
gene_1039,0.3726004106,0.8439534141
gene_14085,0.3692309579,0.7452691281
gene_10607,0.1861585143,0.5952455441
gene_13960,0.3381414398,0.827905259
gene_3144,0.6781715218,0.4909838281
gene_4246,0.2947576223,0.5348079639
gene_10846,0.0581834783,0.4646947892
gene_914,0.6044976732,0.5557013654
gene_7472,0.35327763,0.4962445508
gene_12753,0.4927753604,0.6079474525
gene_3221,0.0585992295,0.5016572659
gene_8758,0.098532247,0.4630778961
gene_94,0.2009930672,0.6705930485
gene_2841,0.5870989759,0.621318672
gene_1166,0.3141249929,0.8466722146
gene_13112,-0.0174117442,0.841686432
gene_11558,0.5218749855,0.4821003196
gene_224,0.4165276457,0.4661593323
gene_14413,0.5448577368,0.7620929869
gene_10627,0.3027622057,0.5179477662
gene_11938,0.4062251575,0.8229983267
gene_688,0.5319354521,0.6179492982
gene_1408,-0.0964917496,0.6009078682
gene_13001,0.2450763063,0.8903058481
gene_342,0.4900310617,0.5892986254
gene_13718,0.2274224161,0.4810389518
gene_8927,0.2377164893,0.522231345
gene_10423,0.2076009694,0.7670071515
gene_15981,0.2820336495,0.4720396016
gene_9481,0.3572112675,0.674973097
gene_7721,-0.096431791,0.5999215503
gene_17673,0.4779263504,0.6799600124
gene_3157,0.34501442,0.6670740797
gene_5801,0.134199916,0.5947099414
gene_8935,-0.1649530683,0.4643641433
gene_2211,0.1335124648,0.6523669851
gene_2043,-0.0540011211,0.8198561508
gene_16892,0.3071963503,0.4815475142
gene_15054,0.4976902463,0.7996863773
gene_6225,0.2253585743,0.6944343864
gene_10585,-0.0242342233,0.4899417324
gene_14498,0.2298790195,0.6608403023
gene_704,0.2052589508,0.9970141625
gene_5450,0.5734282665,0.534565379
gene_4999,0.2420947513,0.5054513826
gene_14266,0.5567861597,0.7842168147
gene_14084,0.4046576434,0.4727268971
gene_12284,0.3781679888,0.9202043612
gene_16157,0.3811286337,0.7960989057
gene_16171,0.356338105,0.4660047351
gene_17550,0.2092315049,0.4723624685
gene_9011,0.3132957609,0.4824632376
gene_5887,-0.0274296314,0.8108658352
gene_17583,-0.0335520504,0.4786656813
gene_5453,0.14191971,0.4697565158
gene_14669,0.3784374812,0.7329253535
gene_2514,0.2211597993,0.9402953259
gene_4365,0.2492461402,0.5795303743
gene_6466,0.4401933434,0.8384287225
gene_17217,0.2414310003,0.7708476302
gene_3700,0.3829149101,0.5229690794
gene_17507,-0.0246394411,0.7029439774
gene_8854,0.5332337027,0.4654290916
gene_15677,0.257324396,0.7087685072
gene_9039,0.1670322426,0.4665446604
gene_8766,0.0686814302,0.6155577936
gene_5957,0.0657391406,0.4685638204
gene_16138,0.1447334072,0.480723963
gene_3088,0.1539718408,0.5095966414
gene_12538,0.4380974425,0.7680201128
gene_5766,0.3257575581,0.4835528551
gene_12559,0.5892064268,0.7640298502
gene_7259,0.4156761213,0.9389069981
gene_10351,0.1597655198,0.5542709327
gene_13543,0.5514863713,0.4745516533
gene_685,0.5508565855,0.6912683324
gene_9072,0.2022762453,0.8825024219
gene_15407,0.199925503,0.5690969524
gene_15651,0.4659672059,0.6244046345
gene_17409,0.1262515876,0.5138981202
gene_12827,0.2473999256,0.9550152666
gene_15065,0.334802203,0.9683086461
gene_12178,0.2616987174,0.4658191301
gene_13750,0.4212779722,0.5580371107
gene_14230,0.255694776,0.7248852481
gene_13210,0.4761777707,0.6149990454
gene_10187,0.6122351451,0.4661547922
gene_17769,0.1674000104,0.468245169
gene_2175,0.0875487575,0.4658518114
gene_2156,0.1318732019,0.932120901
gene_14886,-0.1003913255,0.5021441464
gene_10701,-0.0388940328,0.8099109408
gene_5625,0.358806256,0.495339787
gene_12986,0.0061718816,0.4655565613
gene_10414,0.3582541053,0.4801359048
gene_1222,0.165013643,0.9765077324
gene_13060,0.5242934335,0.4935362473
gene_12198,-0.1181015698,0.4669505896
gene_8763,0.2464275188,0.8519685458
gene_2493,0.2221153592,0.9583757889
gene_4428,0.143663212,0.4689556818
gene_3828,-0.0725547391,0.4688529511
gene_6099,0.018674435,0.5295525054
gene_693,0.3385920968,0.5652384331
gene_17192,0.0611432199,0.761280222
gene_14381,0.463427678,0.6735598973
gene_6731,0.5286150021,0.6546287226
gene_6681,-0.0942966523,0.683975106
gene_13109,0.3955658458,0.9262691227
gene_5980,-0.0695119397,0.8063797736
gene_10638,-0.0693310904,0.4806515093
gene_17189,0.424863754,0.6819725099
gene_8864,0.5753439046,0.5439234215
gene_508,0.5391460631,0.4683374269
gene_6821,0.2676281872,0.483986334
gene_10744,0.1919551125,0.5110099776
gene_1056,0.3539001233,0.4914880545
gene_464,0.204682074,0.4666757387
gene_16376,0.5025962444,0.5386463547
gene_13044,0.3959312529,0.5744354308
gene_12278,0.515336072,0.8977527021
gene_10210,-0.0160597086,0.5698738972
gene_13031,0.2580531383,0.5067362864
gene_14371,0.2825608407,0.4671817845
gene_2669,0.158621995,0.5783869801
gene_9314,0.2764597388,0.5086644337
gene_4382,0.0405378796,0.9143523479
gene_15806,0.1907912541,0.6245714676
gene_16328,-0.1242097235,0.5027739797
gene_10529,0.1886077951,0.993695474
gene_15726,0.3001006836,0.9900940051
gene_2200,0.2935569126,0.568719951
gene_1673,0.2759317273,0.7577195471
gene_8628,0.1602914593,0.6033203258
gene_17313,0.4474239603,0.8747468799
gene_4508,0.7894308695,0.4684952921
gene_14759,0.0719163028,0.4913193836
gene_1946,0.3240817383,0.6384501955
gene_2562,0.4434579438,0.7641004343
gene_260,0.6456105494,0.7879904335
gene_15050,0.562765402,0.4816089776
gene_2259,-0.0126780719,0.519704646
gene_14232,0.2313535199,0.4834996617
gene_15029,0.3153642598,0.7135486876
gene_1706,0.2831692377,0.5362442753
gene_1777,0.0905703534,0.878155896
gene_2397,0.2226997376,0.4914712906
gene_14823,0.1548039953,0.4852506309
gene_1451,0.0049136923,0.4802860652
gene_1672,0.5686194678,0.4680422218
gene_6979,0.1918190484,0.5202755149
gene_654,0.4291085235,0.5144574745
gene_17179,0.0320947722,0.5483568902
gene_499,0.381269957,0.6865942481
gene_15658,0.4175741008,0.5552034313
gene_7602,0.2652826649,0.5232973889
gene_7223,0.145751852,0.484301322
gene_5752,0.325771292,0.9987429622
gene_7078,0.4657158916,0.6055848531
gene_4062,0.4886867523,0.6651909753
gene_12929,0.1173379296,0.4679764816
